Customer_ID,Avg_Risk_Score,Max_Risk_Score,High_Risk_Txn_Count,Customer_Risk_Tier
CUST100057,35.72882352941176,66.82,2,Medium
CUST100058,32.29833333333333,73.56,4,Low
CUST100059,31.55725,75.16,2,Low
CUST100060,28.36135135135135,69.29,1,Low
CUST100061,34.491891891891896,73.53,1,Low
CUST100062,33.51820512820513,78.6,3,Low
CUST100063,35.922045454545454,90.11,4,Medium
CUST100064,30.866136363636368,67.87,5,Low
CUST100065,28.025365853658535,50.05,0,Low
CUST100066,31.802195121951222,76.21,4,Low
CUST100067,26.471951219512192,65.31,3,Low
CUST100068,29.09108695652174,75.89,2,Low
CUST100069,26.97139534883721,69.64,2,Low
CUST100070,36.5531914893617,78.45,7,Medium
CUST100071,32.6622,73.75,6,Low
CUST100072,30.598918918918923,64.92,2,Low
CUST100073,37.89878048780488,89.5,4,Medium
CUST100074,28.518536585365855,71.25,3,Low
CUST100075,28.085882352941177,79.8,1,Low
CUST100076,30.090714285714284,71.67,4,Low
CUST100077,26.71104166666667,71.64,2,Low
CUST100078,35.712,72.77,1,Medium
CUST100079,32.780857142857144,81.91,3,Low
CUST100080,33.67675675675675,74.35,3,Low
CUST100081,29.111333333333334,72.95,3,Low
CUST100082,33.7944,60.12,1,Low
CUST100083,32.2805,75.34,4,Low
CUST100084,29.841578947368422,68.91,2,Low
CUST100085,30.863142857142858,70.97,2,Low
CUST100086,40.973076923076924,85.36,7,Medium
CUST100087,35.473800000000004,74.85,6,Medium
CUST100088,25.765151515151516,66.65,1,Low
CUST100089,33.848800000000004,69.64,6,Low
CUST100090,28.89717948717949,72.92,2,Low
CUST100091,33.1225,69.93,2,Low
CUST100092,30.693142857142856,78.54,1,Low
CUST100093,28.15463414634146,74.13,2,Low
CUST100094,32.02159090909091,77.24,2,Low
CUST100095,32.86230769230769,73.28,5,Low
CUST100096,32.45878048780488,69.31,5,Low
CUST100097,30.12705882352941,76.06,3,Low
CUST100098,32.17914285714286,71.12,2,Low
CUST100099,43.32088888888889,80.57,5,Medium
CUST100100,33.017,69.01,3,Low
CUST100101,29.909333333333333,72.55,2,Low
CUST100102,27.910961538461535,75.03,2,Low
CUST100103,42.02613636363637,83.36,4,Medium
CUST100104,32.882075471698116,73.37,5,Low
CUST100105,34.469166666666666,74.39,5,Low
CUST100106,31.866981132075473,76.51,4,Low
CUST100107,24.601904761904763,77.39,2,Low
CUST100108,31.7095,65.44,2,Low
CUST100109,31.069166666666668,76.22,2,Low
CUST100110,34.36256410256411,87.84,3,Low
CUST100111,29.760227272727274,76.75,4,Low
CUST100112,30.33108108108108,72.41,2,Low
CUST100113,29.72658536585366,70.17,2,Low
CUST100114,31.704594594594592,68.29,2,Low
CUST100115,32.63055555555556,69.32,3,Low
CUST100116,29.80333333333333,70.46,3,Low
CUST100117,26.727021276595746,70.56,2,Low
CUST100118,32.05078947368421,75.04,5,Low
CUST100119,37.696333333333335,76.68,2,Medium
CUST100120,34.369749999999996,70.11,1,Low
CUST100121,31.185897435897434,70.01,3,Low
CUST100122,32.58826923076923,81.6,3,Low
CUST100123,34.52162790697675,72.36,5,Low
CUST100124,32.32181818181818,77.63,1,Low
CUST100125,31.05731707317073,77.95,2,Low
CUST100126,32.3639534883721,75.13,5,Low
CUST100127,27.735434782608696,72.53,3,Low
CUST100128,29.322999999999997,63.59,1,Low
CUST100129,26.77560975609756,66.17,3,Low
CUST100130,32.770487804878044,70.89,2,Low
CUST100131,29.35125,80.56,2,Low
CUST100132,31.633958333333336,74.26,4,Low
CUST100133,30.0995,71.76,1,Low
CUST100134,32.659268292682924,71.23,5,Low
CUST100135,28.21282051282051,67.34,3,Low
CUST100136,41.984,82.63,5,Medium
CUST100137,30.256060606060604,56.5,0,Low
CUST100138,32.63090909090909,67.74,1,Low
CUST100139,32.40894736842105,67.53,1,Low
CUST100140,29.172307692307694,69.05,2,Low
CUST100141,27.04642857142857,74.92,2,Low
CUST100142,35.97057142857143,76.46,3,Medium
CUST100143,31.764499999999998,72.5,3,Low
CUST100144,43.85785714285714,88.71,6,Medium
CUST100145,32.07048780487805,78.86,1,Low
CUST100146,31.648421052631576,72.05,4,Low
CUST100147,36.495365853658534,72.49,4,Medium
CUST100148,35.00885714285714,67.55,2,Medium
CUST100149,29.66638888888889,72.66,1,Low
CUST100150,33.45619047619048,75.93,4,Low
CUST100151,34.13673913043478,74.46,7,Low
CUST100152,32.47380952380953,71.24,4,Low
CUST100153,36.5484,77.07,6,Medium
CUST100154,32.47125,74.31,3,Low
CUST100155,31.6975,73.74,4,Low
CUST100156,29.235945945945947,72.16,4,Low
CUST100157,29.306122448979593,72.99,2,Low
CUST100158,34.05617647058824,67.31,2,Low
CUST100159,30.142972972972974,71.63,4,Low
CUST100160,34.5915625,74.61,2,Low
CUST100161,27.398285714285716,59.11,0,Low
CUST100162,34.09191489361702,75.79,3,Low
CUST100163,28.41051282051282,73.49,2,Low
CUST100164,39.22725,78.13,7,Medium
CUST100165,29.659111111111113,72.19,3,Low
CUST100166,28.35674418604651,72.61,4,Low
CUST100167,32.73222222222222,74.9,3,Low
CUST100168,34.51893617021277,71.49,4,Low
CUST100169,46.7552380952381,79.76,9,Medium
CUST100170,32.31363636363636,71.52,6,Low
CUST100171,35.57,77.09,3,Medium
CUST100172,31.15659574468085,75.23,3,Low
CUST100173,27.503199999999996,58.55,0,Low
CUST100174,29.6952,73.51,1,Low
CUST100175,38.6335,73.07,2,Medium
CUST100176,33.671578947368424,75.97,1,Low
CUST100177,39.88351351351351,64.6,2,Medium
CUST100178,24.598461538461535,71.72,2,Low
CUST100179,26.979433962264153,68.37,5,Low
CUST100180,28.229347826086954,69.95,5,Low
CUST100181,29.39980392156863,76.38,4,Low
CUST100182,30.677027027027027,78.45,4,Low
CUST100183,35.669999999999995,77.07,4,Medium
CUST100184,33.71615384615385,67.2,3,Low
CUST100185,35.49,77.0,5,Medium
CUST100186,31.911176470588234,53.56,0,Low
CUST100187,32.18974358974359,73.88,3,Low
CUST100188,31.567631578947367,55.54,0,Low
CUST100189,33.619473684210526,70.98,4,Low
CUST100190,29.11978723404255,71.02,3,Low
CUST100191,27.304324324324323,59.73,0,Low
CUST100192,32.79086956521739,72.06,3,Low
CUST100193,32.30578947368421,74.5,2,Low
CUST100194,31.385588235294122,75.85,2,Low
CUST100195,36.89678571428571,79.26,3,Medium
CUST100196,36.102,66.07,4,Medium
CUST100197,29.451891891891893,75.7,2,Low
CUST100198,35.35425,75.33,5,Medium
CUST100199,33.22105263157895,70.58,4,Low
CUST100200,34.39333333333333,73.73,1,Low
CUST100201,41.43333333333333,81.2,3,Medium
CUST100202,33.51255813953488,61.9,1,Low
CUST100203,29.793,71.33,2,Low
CUST100204,26.995384615384616,68.56,1,Low
CUST100205,30.46481481481481,61.1,1,Low
CUST100206,28.55322580645161,76.77,3,Low
CUST100207,30.889200000000002,73.38,1,Low
CUST100208,29.058,68.71,2,Low
CUST100209,32.22377777777778,79.87,5,Low
CUST100210,33.643478260869564,69.23,6,Low
CUST100211,36.79823529411765,73.67,5,Medium
CUST100212,28.935744680851066,73.14,2,Low
CUST100213,28.694222222222223,71.06,2,Low
CUST100214,32.85277777777778,64.76,4,Low
CUST100215,31.68448275862069,68.86,4,Low
CUST100216,32.008,70.67,4,Low
CUST100217,27.702105263157897,73.75,2,Low
CUST100218,32.353611111111114,80.64,1,Low
CUST100219,28.49372093023256,76.9,2,Low
CUST100220,31.439999999999998,80.42,2,Low
CUST100221,30.625111111111114,75.11,3,Low
CUST100222,31.15025,75.04,2,Low
CUST100223,34.472647058823526,71.04,1,Low
CUST100224,31.568113207547167,68.29,4,Low
CUST100225,33.62555555555556,79.96,3,Low
CUST100226,34.195263157894736,80.64,4,Low
CUST100227,31.65673076923077,70.19,5,Low
CUST100228,33.552058823529414,77.4,3,Low
CUST100229,29.900256410256407,74.51,2,Low
CUST100230,29.233333333333334,79.59,3,Low
CUST100231,31.223617021276596,68.68,1,Low
CUST100232,41.38111111111111,81.44,4,Medium
CUST100233,35.725625,68.48,2,Medium
CUST100234,31.7518,79.37,3,Low
CUST100235,34.85589743589744,77.13,6,Low
CUST100236,36.2864705882353,74.68,3,Medium
CUST100237,30.624651162790695,67.67,3,Low
CUST100238,26.96142857142857,72.05,1,Low
CUST100239,28.481176470588235,76.15,4,Low
CUST100240,31.218918918918916,76.52,1,Low
CUST100241,31.10162790697674,72.09,3,Low
CUST100242,32.55574468085106,78.87,2,Low
CUST100243,26.303888888888892,67.99,4,Low
CUST100244,28.945,77.8,3,Low
CUST100245,31.53190476190476,80.78,6,Low
CUST100246,28.712439024390246,74.65,3,Low
CUST100247,30.559565217391306,75.54,4,Low
CUST100248,34.75220338983051,75.31,7,Low
CUST100249,36.18864864864865,77.95,2,Medium
CUST100250,29.07542857142857,71.86,2,Low
CUST100251,29.01536585365854,68.59,4,Low
CUST100252,33.82275,83.55,3,Low
CUST100253,31.850465116279068,78.57,3,Low
CUST100254,36.239767441860465,73.82,7,Medium
CUST100255,32.110238095238095,73.99,3,Low
CUST100256,35.3545,80.71,3,Medium
CUST100257,32.41179487179487,74.07,1,Low
CUST100258,33.663333333333334,72.22,5,Low
CUST100259,32.46542857142857,66.56,3,Low
CUST100260,31.698823529411765,75.94,3,Low
CUST100261,33.88590909090909,69.66,5,Low
CUST100262,28.778684210526315,81.67,2,Low
CUST100263,38.24342105263158,83.43,5,Medium
CUST100264,37.296052631578945,73.17,6,Medium
CUST100265,29.611086956521742,72.45,4,Low
CUST100266,35.5571875,67.5,2,Medium
CUST100267,34.21175,75.93,4,Low
CUST100268,33.012307692307694,78.15,7,Low
CUST100269,35.515641025641024,77.93,8,Medium
CUST100270,28.156969696969696,62.61,1,Low
CUST100271,29.195999999999998,73.49,3,Low
CUST100272,30.700000000000003,67.88,2,Low
CUST100273,31.23709677419355,64.96,1,Low
CUST100274,37.317567567567565,76.11,4,Medium
CUST100275,29.566857142857142,75.3,5,Low
CUST100276,32.99342105263158,75.28,2,Low
CUST100277,33.04,77.33,3,Low
CUST100278,32.85111111111111,70.49,4,Low
CUST100279,28.62975,71.78,1,Low
CUST100280,33.076129032258066,74.4,2,Low
CUST100281,30.126595744680852,71.17,4,Low
CUST100282,33.04060606060606,68.29,4,Low
CUST100283,36.70424242424242,83.37,4,Medium
CUST100284,27.086904761904766,74.17,3,Low
CUST100285,28.87,67.18,3,Low
CUST100286,26.2375,72.28,2,Low
CUST100287,24.13339285714286,60.0,1,Low
CUST100288,33.4,77.49,3,Low
CUST100289,34.04311111111111,87.63,4,Low
CUST100290,37.494772727272725,84.41,5,Medium
CUST100291,34.279767441860464,75.41,6,Low
CUST100292,33.159333333333336,73.22,2,Low
CUST100293,33.71674418604651,78.06,6,Low
CUST100294,36.77411764705882,74.38,5,Medium
CUST100295,28.32872340425532,71.04,2,Low
CUST100296,50.83461538461539,88.78,6,Medium
CUST100297,30.318,86.16,1,Low
CUST100298,29.46075,71.7,3,Low
CUST100299,34.38057142857143,77.82,1,Low
CUST100300,29.828260869565216,60.94,1,Low
CUST100301,32.795,72.65,2,Low
CUST100302,30.77127659574468,72.27,7,Low
CUST100303,29.239487179487178,70.75,3,Low
CUST100304,28.89537037037037,80.49,6,Low
CUST100305,31.521481481481484,69.85,6,Low
CUST100306,42.13390243902439,81.78,7,Medium
CUST100307,31.718378378378375,78.7,4,Low
CUST100308,33.983243243243244,78.29,2,Low
CUST100309,28.059574468085106,68.57,4,Low
CUST100310,29.900000000000002,73.72,1,Low
CUST100311,32.46230769230769,71.11,5,Low
CUST100312,29.452105263157897,59.36,0,Low
CUST100313,28.940416666666668,67.01,3,Low
CUST100314,36.99818181818182,78.66,5,Medium
CUST100315,31.125,74.28,5,Low
CUST100316,34.088055555555556,73.21,5,Low
CUST100317,31.781875,68.43,2,Low
CUST100318,31.4415,73.6,1,Low
CUST100319,34.39088888888889,74.61,6,Low
CUST100320,32.62625,70.98,5,Low
CUST100321,28.561190476190475,78.08,1,Low
CUST100322,29.2375,70.77,1,Low
CUST100323,31.971276595744683,77.53,4,Low
CUST100324,27.5525,70.46,4,Low
CUST100325,32.47707317073171,83.26,3,Low
CUST100326,32.330444444444446,72.4,5,Low
CUST100327,31.277317073170728,79.98,4,Low
CUST100328,38.04675675675676,80.8,5,Medium
CUST100329,33.56314285714286,72.87,5,Low
CUST100330,28.349736842105262,67.6,1,Low
CUST100331,32.822250000000004,73.87,4,Low
CUST100332,29.304489795918368,73.5,4,Low
CUST100333,41.56421052631579,80.99,9,Medium
CUST100334,32.829069767441865,71.06,3,Low
CUST100335,35.53194444444445,80.98,5,Medium
CUST100336,30.581063829787233,74.69,4,Low
CUST100337,28.69395348837209,69.1,3,Low
CUST100338,29.301052631578948,78.83,2,Low
CUST100339,30.59365384615385,70.73,6,Low
CUST100340,33.48711111111111,74.52,4,Low
CUST100341,50.786,80.13,9,Medium
CUST100342,32.66609756097561,77.24,4,Low
CUST100343,27.613243243243243,79.04,3,Low
CUST100344,37.65428571428572,78.01,4,Medium
CUST100345,39.809999999999995,80.28,5,Medium
CUST100346,31.436363636363637,74.61,1,Low
CUST100347,30.78818181818182,64.9,4,Low
CUST100348,31.352368421052635,65.67,3,Low
CUST100349,33.113157894736844,75.6,5,Low
CUST100350,28.796875,70.85,5,Low
CUST100351,28.97972222222222,75.95,2,Low
CUST100352,30.87447368421053,71.52,4,Low
CUST100353,35.61138888888889,71.92,2,Medium
CUST100354,26.817037037037036,68.33,3,Low
CUST100355,32.28818181818182,70.42,3,Low
CUST100356,31.558604651162792,77.06,3,Low
CUST100357,34.70612903225806,74.22,5,Low
CUST100358,30.86857142857143,73.59,2,Low
CUST100359,32.054736842105264,76.3,4,Low
CUST100360,28.96970588235294,75.17,2,Low
CUST100361,32.080232558139535,76.18,3,Low
CUST100362,27.83083333333333,82.05,2,Low
CUST100363,29.700000000000003,80.52,2,Low
CUST100364,39.865,85.11,5,Medium
CUST100365,31.588,74.04,3,Low
CUST100366,30.133870967741935,76.0,2,Low
CUST100367,28.952499999999997,67.34,2,Low
CUST100368,26.44738095238095,61.75,1,Low
CUST100369,31.00292682926829,71.08,4,Low
CUST100370,29.097380952380952,71.46,2,Low
CUST100371,28.295151515151517,65.64,3,Low
CUST100372,26.615454545454543,73.76,1,Low
CUST100373,33.41916666666666,72.39,3,Low
CUST100374,30.925813953488372,74.87,4,Low
CUST100375,31.567575757575757,78.71,1,Low
CUST100376,33.82853658536585,79.53,3,Low
CUST100377,34.057826086956524,73.1,5,Low
CUST100378,29.835666666666665,72.1,4,Low
CUST100379,30.60340909090909,73.27,4,Low
CUST100380,31.88872340425532,73.03,4,Low
CUST100381,26.880208333333332,80.34,2,Low
CUST100382,29.566666666666666,78.38,2,Low
CUST100383,26.152083333333334,71.88,3,Low
CUST100384,38.96973684210527,67.01,5,Medium
CUST100385,38.449600000000004,75.13,7,Medium
CUST100386,29.483409090909092,77.66,2,Low
CUST100387,35.58657894736842,76.53,2,Medium
CUST100388,32.94032258064516,76.41,1,Low
CUST100389,30.793548387096774,74.5,1,Low
CUST100390,35.07,70.91,3,Medium
CUST100391,29.814651162790696,75.43,4,Low
CUST100392,29.620749999999997,73.06,1,Low
CUST100393,31.003658536585363,72.71,5,Low
CUST100394,33.35535714285714,74.97,2,Low
CUST100395,35.8775,73.43,2,Medium
CUST100396,31.351499999999998,72.68,4,Low
CUST100397,31.244193548387095,74.0,3,Low
CUST100398,27.649069767441862,72.42,1,Low
CUST100399,38.62837209302325,79.36,6,Medium
CUST100400,31.060625,73.33,2,Low
CUST100401,30.440625,66.7,1,Low
CUST100402,32.22481481481481,72.97,2,Low
CUST100403,33.81418604651163,73.29,3,Low
CUST100404,44.135576923076925,81.22,9,Medium
CUST100405,34.99916666666667,81.67,4,Low
CUST100406,37.403214285714284,66.16,1,Medium
CUST100407,32.33675,77.43,4,Low
CUST100408,28.413939393939394,75.23,3,Low
CUST100409,37.50705882352941,74.58,6,Medium
CUST100410,29.16105263157895,73.36,5,Low
CUST100411,35.34238095238095,89.06,3,Medium
CUST100412,34.28472222222222,73.8,3,Low
CUST100413,31.828205128205127,76.53,4,Low
CUST100414,33.34806451612903,72.84,3,Low
CUST100415,31.50318181818182,69.93,2,Low
CUST100416,33.715833333333336,79.29,3,Low
CUST100417,29.60846153846154,74.23,2,Low
CUST100418,28.804999999999996,71.49,3,Low
CUST100419,28.73578947368421,71.32,2,Low
CUST100420,31.790625000000002,78.88,5,Low
CUST100421,33.568064516129034,65.53,2,Low
CUST100422,42.5872972972973,90.44,7,Medium
CUST100423,37.617000000000004,77.47,5,Medium
CUST100424,34.24,72.8,2,Low
CUST100425,31.896285714285717,56.02,0,Low
CUST100426,27.30189189189189,45.64,0,Low
CUST100427,32.353846153846156,71.39,2,Low
CUST100428,39.79576923076923,72.18,3,Medium
CUST100429,30.842380952380957,74.73,4,Low
CUST100430,31.607499999999998,58.14,0,Low
CUST100431,30.71159090909091,73.43,5,Low
CUST100432,34.82818181818182,62.03,1,Low
CUST100433,30.316829268292683,73.9,2,Low
CUST100434,33.115,75.69,3,Low
CUST100435,30.00103448275862,70.14,3,Low
CUST100436,32.94317073170732,78.91,5,Low
CUST100437,31.5125,52.35,0,Low
CUST100438,34.16576923076923,78.82,4,Low
CUST100439,41.315333333333335,80.13,6,Medium
CUST100440,30.48227272727273,77.75,3,Low
CUST100441,32.03093023255814,64.43,2,Low
CUST100442,30.862368421052633,76.62,1,Low
CUST100443,27.282826086956522,69.68,4,Low
CUST100444,31.006999999999998,72.4,3,Low
CUST100445,30.996052631578944,75.24,3,Low
CUST100446,43.463421052631574,86.44,5,Medium
CUST100447,29.4935,74.58,2,Low
CUST100448,31.47285714285714,66.11,1,Low
CUST100449,27.604358974358973,72.56,2,Low
CUST100450,35.044117647058826,72.59,4,Medium
CUST100451,33.130303030303025,81.51,1,Low
CUST100452,31.213428571428572,70.59,4,Low
CUST100453,29.686285714285713,71.2,2,Low
CUST100454,36.90769230769231,78.06,5,Medium
CUST100455,35.885000000000005,72.48,6,Medium
CUST100456,39.250571428571426,78.09,2,Medium
CUST100457,33.944736842105264,81.24,5,Low
CUST100458,35.48897435897436,88.93,4,Medium
CUST100459,35.04925,86.42,4,Medium
CUST100460,35.11369565217392,78.04,2,Medium
CUST100461,29.936041666666668,70.93,8,Low
CUST100462,28.50243902439024,69.36,2,Low
CUST100463,32.69864864864864,80.96,1,Low
CUST100464,33.45738095238095,72.94,3,Low
CUST100465,37.87655172413793,86.76,4,Medium
CUST100466,29.265128205128203,81.49,1,Low
CUST100467,28.773750000000003,74.93,2,Low
CUST100468,26.646470588235296,68.81,2,Low
CUST100469,35.233333333333334,79.67,5,Medium
CUST100470,28.13659090909091,66.68,2,Low
CUST100471,34.115833333333335,79.42,5,Low
CUST100472,34.858717948717945,76.27,3,Low
CUST100473,32.902727272727276,68.37,3,Low
CUST100474,27.2525641025641,69.87,3,Low
CUST100475,31.387058823529415,69.4,3,Low
CUST100476,29.913999999999998,78.12,3,Low
CUST100477,39.571923076923085,63.03,1,Medium
CUST100478,42.72878787878788,72.08,5,Medium
CUST100479,28.95555555555556,73.24,3,Low
CUST100480,32.92630434782608,75.0,1,Low
CUST100481,32.71175,72.72,2,Low
CUST100482,30.866666666666667,72.93,2,Low
CUST100483,30.48242424242424,70.47,2,Low
CUST100484,28.777027027027028,71.28,3,Low
CUST100485,30.897291666666664,69.71,4,Low
CUST100486,29.778222222222222,73.41,3,Low
CUST100487,30.99675675675676,70.4,2,Low
CUST100488,27.94925925925926,78.19,1,Low
CUST100489,31.23767441860465,68.07,5,Low
CUST100490,31.304375000000004,71.88,4,Low
CUST100491,30.703750000000003,68.41,6,Low
CUST100492,31.16578947368421,65.58,1,Low
CUST100493,30.144634146341463,75.51,3,Low
CUST100494,28.033488372093025,72.29,3,Low
CUST100495,30.453250000000004,65.41,1,Low
CUST100496,36.304186046511624,76.69,7,Medium
CUST100497,33.78121951219512,76.67,2,Low
CUST100498,30.56952380952381,72.98,4,Low
CUST100499,30.54293103448276,63.67,1,Low
CUST100500,29.843953488372094,75.19,5,Low
CUST100501,34.77025641025641,74.33,4,Low
CUST100502,29.078055555555554,73.16,1,Low
CUST100503,36.55810810810811,72.54,3,Medium
CUST100504,31.661470588235293,73.44,3,Low
CUST100505,31.74309523809524,72.62,4,Low
CUST100506,27.59263157894737,70.4,3,Low
CUST100507,32.14612903225807,62.72,2,Low
CUST100508,30.050270270270268,63.48,1,Low
CUST100509,33.4715,69.73,2,Low
CUST100510,30.956415094339622,73.77,1,Low
CUST100511,28.051025641025642,72.65,2,Low
CUST100512,36.776585365853656,73.25,7,Medium
CUST100513,30.945999999999998,79.22,3,Low
CUST100514,29.672340425531914,78.95,4,Low
CUST100515,30.10288888888889,68.15,4,Low
CUST100516,33.60171428571429,77.03,2,Low
CUST100517,37.80913043478261,78.33,8,Medium
CUST100518,26.396428571428572,76.61,1,Low
CUST100519,28.70195652173913,68.07,3,Low
CUST100520,24.579074074074075,69.47,3,Low
CUST100521,28.36522727272727,80.99,3,Low
CUST100522,36.7592,72.22,2,Medium
CUST100523,32.20470588235294,81.85,4,Low
CUST100524,32.70622222222222,75.48,5,Low
CUST100525,32.957142857142856,73.35,4,Low
CUST100526,40.55,81.48,6,Medium
CUST100527,43.6254054054054,78.83,4,Medium
CUST100528,41.3328947368421,86.08,9,Medium
CUST100529,39.28272727272727,72.74,4,Medium
CUST100530,33.27442307692308,75.54,4,Low
CUST100531,26.943548387096776,76.53,1,Low
CUST100532,25.423333333333332,67.25,3,Low
CUST100533,27.851,67.66,3,Low
CUST100534,38.190769230769234,78.58,4,Medium
CUST100535,26.809756097560978,74.1,4,Low
CUST100536,25.95285714285714,79.85,2,Low
CUST100537,36.43228571428572,74.97,2,Medium
CUST100538,33.960243902439025,69.36,2,Low
CUST100539,30.508108108108107,70.2,5,Low
CUST100540,41.99707317073171,81.75,7,Medium
CUST100541,34.00459459459459,80.28,3,Low
CUST100542,27.142857142857142,72.85,2,Low
CUST100543,45.7575,91.47,3,Medium
CUST100544,33.72333333333333,71.11,3,Low
CUST100545,27.687872340425532,75.66,2,Low
CUST100546,30.19888888888889,70.38,3,Low
CUST100547,33.4325,77.43,4,Low
CUST100548,28.785348837209302,72.27,2,Low
CUST100549,28.21034482758621,69.1,5,Low
CUST100550,26.706222222222223,76.03,2,Low
CUST100551,28.106399999999997,71.86,3,Low
CUST100552,29.287105263157898,73.64,2,Low
CUST100553,29.974,71.25,4,Low
CUST100554,32.81027777777778,71.56,3,Low
CUST100555,30.98,74.08,4,Low
CUST100556,32.168064516129036,79.22,2,Low
CUST100557,34.86236842105263,86.93,4,Low
CUST100558,37.83878787878788,73.47,3,Medium
CUST100559,31.30891891891892,74.31,1,Low
CUST100560,31.72675,76.89,4,Low
CUST100561,31.349999999999998,72.05,3,Low
CUST100562,33.71081081081081,79.04,4,Low
CUST100563,33.622244897959185,69.91,6,Low
CUST100564,30.376666666666665,72.74,3,Low
CUST100565,31.665750000000003,72.61,3,Low
CUST100566,29.793939393939397,71.76,2,Low
CUST100567,31.3190243902439,77.14,3,Low
CUST100568,29.43318181818182,69.85,3,Low
CUST100569,29.885952380952382,71.19,4,Low
CUST100570,32.54212765957447,80.87,3,Low
CUST100571,37.41709677419355,79.43,6,Medium
CUST100572,30.916333333333334,73.44,2,Low
CUST100573,32.61184210526316,70.36,4,Low
CUST100574,32.130270270270266,68.78,3,Low
CUST100575,30.243142857142857,77.47,4,Low
CUST100576,33.366,88.89,4,Low
CUST100577,31.75452380952381,68.73,3,Low
CUST100578,41.07060606060606,82.47,3,Medium
CUST100579,34.16758620689655,74.09,4,Low
CUST100580,26.88066666666667,68.52,3,Low
CUST100581,30.50206896551724,78.45,1,Low
CUST100582,29.946216216216214,76.79,2,Low
CUST100583,27.566078431372553,79.34,5,Low
CUST100584,32.830689655172414,76.92,3,Low
CUST100585,36.09111111111111,79.9,6,Medium
CUST100586,29.252195121951218,68.48,4,Low
CUST100587,34.78613636363636,76.34,7,Low
CUST100588,32.420731707317074,71.11,3,Low
CUST100589,30.555945945945943,75.97,4,Low
CUST100590,41.760625,78.04,6,Medium
CUST100591,32.40595744680851,74.81,4,Low
CUST100592,29.009117647058822,68.68,5,Low
CUST100593,32.59078947368421,66.73,2,Low
CUST100594,38.8348,75.47,4,Medium
CUST100595,35.22820512820513,83.31,3,Medium
CUST100596,32.638000000000005,70.71,4,Low
CUST100597,29.09296296296296,72.82,1,Low
CUST100598,44.19475,83.41,6,Medium
CUST100599,28.188936170212767,71.68,4,Low
CUST100600,35.82725,71.4,4,Medium
CUST100601,29.054000000000002,73.55,3,Low
CUST100602,32.916170212765955,62.4,1,Low
CUST100603,29.80711111111111,73.35,4,Low
CUST100604,41.18043478260869,82.03,5,Medium
CUST100605,29.91975,65.65,4,Low
CUST100606,32.46,79.85,3,Low
CUST100607,31.673235294117642,78.24,2,Low
CUST100608,34.67933333333334,69.28,3,Low
CUST100609,30.78722222222222,80.78,3,Low
CUST100610,31.761666666666667,71.47,3,Low
